数据集,规范字段名,中文字段名,数据类型,单位,小数位数,默认格式,字段说明
cashflow_quarterly,st_cash_out_act,经营活动现金流出小计,float,无,2,%.2f,经营活动现金流出小计
cashflow_quarterly,n_cashflow_act,经营活动产生的现金流量净额,float,无,2,%.2f,经营活动产生的现金流量净额
cashflow_quarterly,oth_recp_ral_inv_act,收到其他与投资活动有关的现金,float,无,2,%.2f,收到其他与投资活动有关的现金
cashflow_quarterly,c_disp_withdrwl_invest,收回投资收到的现金,float,无,2,%.2f,收回投资收到的现金
cashflow_quarterly,c_recp_return_invest,取得投资收益收到的现金,float,无,2,%.2f,取得投资收益收到的现金
cashflow_quarterly,n_recp_disp_fiolta,处置固定资产、无形资产和其他长期资产收回的现金净额,float,无,2,%.2f,处置固定资产、无形资产和其他长期资产收回的现金净额
cashflow_quarterly,n_recp_disp_sobu,处置子公司及其他营业单位收到的现金净额,float,无,2,%.2f,处置子公司及其他营业单位收到的现金净额
cashflow_quarterly,stot_inflows_inv_act,投资活动现金流入小计,float,无,2,%.2f,投资活动现金流入小计
cashflow_quarterly,c_pay_acq_const_fiolta,购建固定资产、无形资产和其他长期资产支付的现金,float,无,2,%.2f,购建固定资产、无形资产和其他长期资产支付的现金
cashflow_quarterly,c_paid_invest,投资支付的现金,float,无,2,%.2f,投资支付的现金
cashflow_quarterly,n_disp_subs_oth_biz,取得子公司及其他营业单位支付的现金净额,float,无,2,%.2f,取得子公司及其他营业单位支付的现金净额
cashflow_quarterly,oth_pay_ral_inv_act,支付其他与投资活动有关的现金,float,无,2,%.2f,支付其他与投资活动有关的现金
cashflow_quarterly,n_incr_pledge_loan,质押贷款净增加额,float,无,2,%.2f,质押贷款净增加额
cashflow_quarterly,stot_out_inv_act,投资活动现金流出小计,float,无,2,%.2f,投资活动现金流出小计
cashflow_quarterly,n_cashflow_inv_act,投资活动产生的现金流量净额,float,无,2,%.2f,投资活动产生的现金流量净额
cashflow_quarterly,c_recp_borrow,取得借款收到的现金,float,无,2,%.2f,取得借款收到的现金
cashflow_quarterly,proc_issue_bonds,发行债券收到的现金,float,无,2,%.2f,发行债券收到的现金
cashflow_quarterly,oth_cash_recp_ral_fnc_act,收到其他与筹资活动有关的现金,float,无,2,%.2f,收到其他与筹资活动有关的现金
cashflow_quarterly,stot_cash_in_fnc_act,筹资活动现金流入小计,float,无,2,%.2f,筹资活动现金流入小计
cashflow_quarterly,free_cashflow,企业自由现金流量,float,无,2,%.2f,企业自由现金流量
cashflow_quarterly,c_prepay_amt_borr,偿还债务支付的现金,float,无,2,%.2f,偿还债务支付的现金
cashflow_quarterly,c_pay_dist_dpcp_int_exp,分配股利、利润或偿付利息支付的现金,float,无,2,%.2f,分配股利、利润或偿付利息支付的现金
cashflow_quarterly,incl_dvd_profit_paid_sc_ms,其中:子公司支付给少数股东的股利、利润,float,无,2,%.2f,其中:子公司支付给少数股东的股利、利润
cashflow_quarterly,oth_cashpay_ral_fnc_act,支付其他与筹资活动有关的现金,float,无,2,%.2f,支付其他与筹资活动有关的现金
cashflow_quarterly,stot_cashout_fnc_act,筹资活动现金流出小计,float,无,2,%.2f,筹资活动现金流出小计
cashflow_quarterly,n_cash_flows_fnc_act,筹资活动产生的现金流量净额,float,无,2,%.2f,筹资活动产生的现金流量净额
cashflow_quarterly,eff_fx_flu_cash,汇率变动对现金的影响,float,%,2,%.2f,汇率变动对现金的影响
cashflow_quarterly,n_incr_cash_cash_equ,现金及现金等价物净增加额,float,无,2,%.2f,现金及现金等价物净增加额
cashflow_quarterly,c_cash_equ_beg_period,期初现金及现金等价物余额,float,无,2,%.2f,期初现金及现金等价物余额
cashflow_quarterly,c_cash_equ_end_period,期末现金及现金等价物余额,float,无,2,%.2f,期末现金及现金等价物余额
cashflow_quarterly,c_recp_cap_contrib,吸收投资收到的现金,float,无,2,%.2f,吸收投资收到的现金
cashflow_quarterly,incl_cash_rec_saims,其中:子公司吸收少数股东投资收到的现金,float,无,2,%.2f,其中:子公司吸收少数股东投资收到的现金
cashflow_quarterly,uncon_invest_loss,未确认投资损失,float,无,2,%.2f,未确认投资损失
cashflow_quarterly,prov_depr_assets,加:资产减值准备,float,无,2,%.2f,加:资产减值准备
cashflow_quarterly,depr_fa_coga_dpba,固定资产折旧、油气资产折耗、生产性生物资产折旧,float,无,2,%.2f,固定资产折旧、油气资产折耗、生产性生物资产折旧
cashflow_quarterly,amort_intang_assets,无形资产摊销,float,无,2,%.2f,无形资产摊销
cashflow_quarterly,lt_amort_deferred_exp,长期待摊费用摊销,float,无,2,%.2f,长期待摊费用摊销
cashflow_quarterly,decr_deferred_exp,待摊费用减少,float,无,2,%.2f,待摊费用减少
cashflow_quarterly,incr_acc_exp,预提费用增加,float,无,2,%.2f,预提费用增加
cashflow_quarterly,loss_disp_fiolta,处置固定、无形资产和其他长期资产的损失,float,无,2,%.2f,处置固定、无形资产和其他长期资产的损失
cashflow_quarterly,loss_scr_fa,固定资产报废损失,float,无,2,%.2f,固定资产报废损失
cashflow_quarterly,loss_fv_chg,公允价值变动损失,float,无,2,%.2f,公允价值变动损失
cashflow_quarterly,invest_loss,投资损失,float,无,2,%.2f,投资损失
cashflow_quarterly,decr_def_inc_tax_assets,递延所得税资产减少,float,无,2,%.2f,递延所得税资产减少
cashflow_quarterly,incr_def_inc_tax_liab,递延所得税负债增加,float,无,2,%.2f,递延所得税负债增加
cashflow_quarterly,decr_inventories,存货的减少,float,无,2,%.2f,存货的减少
cashflow_quarterly,decr_oper_payable,经营性应收项目的减少,float,无,2,%.2f,经营性应收项目的减少
cashflow_quarterly,incr_oper_payable,经营性应付项目的增加,float,无,2,%.2f,经营性应付项目的增加
cashflow_quarterly,others,其他,float,无,2,%.2f,其他
cashflow_quarterly,im_net_cashflow_oper_act,经营活动产生的现金流量净额(间接法),float,无,2,%.2f,经营活动产生的现金流量净额(间接法)
cashflow_quarterly,conv_debt_into_cap,债务转为资本,float,无,2,%.2f,债务转为资本
cashflow_quarterly,conv_copbonds_due_within_1y,一年内到期的可转换公司债券,float,无,2,%.2f,一年内到期的可转换公司债券
cashflow_quarterly,fa_fnc_leases,融资租入固定资产,float,无,2,%.2f,融资租入固定资产
cashflow_quarterly,im_n_incr_cash_equ,现金及现金等价物净增加额(间接法),float,无,2,%.2f,现金及现金等价物净增加额(间接法)
cashflow_quarterly,net_dism_capital_add,拆出资金净增加额,float,无,2,%.2f,拆出资金净增加额
cashflow_quarterly,net_cash_rece_sec,代理买卖证券收到的现金净额(元),float,元,2,%.2f,代理买卖证券收到的现金净额(元)
cashflow_quarterly,credit_impa_loss,信用减值损失,float,无,2,%.2f,信用减值损失
cashflow_quarterly,use_right_asset_dep,使用权资产折旧,float,无,2,%.2f,使用权资产折旧
cashflow_quarterly,oth_loss_asset,其他资产减值损失,float,无,2,%.2f,其他资产减值损失
cashflow_quarterly,end_bal_cash,现金的期末余额,float,无,2,%.2f,现金的期末余额
cashflow_quarterly,beg_bal_cash,减:现金的期初余额,float,无,2,%.2f,减:现金的期初余额
cashflow_quarterly,end_bal_cash_equ,加:现金等价物的期末余额,float,无,2,%.2f,加:现金等价物的期末余额
cashflow_quarterly,beg_bal_cash_equ,减:现金等价物的期初余额,float,无,2,%.2f,减:现金等价物的期初余额
cashflow_quarterly,update_flag,更新标志(1最新）,str,无,0,,更新标志(1最新）
market_daily_info,exchange,交易所,str,无,0,,交易所
market_daily_info,symbol,交易对,str,无,0,,交易对
market_daily_info,is_contract,是否合约,str,无,0,,是否合约
market_daily_info,status,状态Y可用N不可用,str,无,0,,状态Y可用N不可用
moneyflow_stock,ts_code,TS代码,str,无,0,,TS代码
moneyflow_stock,trade_date,交易日期,str,无,0,YYYY-MM-DD,交易日期
moneyflow_stock,buy_sm_vol,小单买入量（手）,int,手,0,,小单买入量（手）
moneyflow_stock,buy_sm_amount,小单买入金额（万元）,float,元,2,%.2f,小单买入金额（万元）
moneyflow_stock,sell_sm_vol,小单卖出量（手）,int,手,0,,小单卖出量（手）
moneyflow_stock,sell_sm_amount,小单卖出金额（万元）,float,元,2,%.2f,小单卖出金额（万元）
moneyflow_stock,buy_md_vol,中单买入量（手）,int,手,0,,中单买入量（手）
moneyflow_stock,buy_md_amount,中单买入金额（万元）,float,元,2,%.2f,中单买入金额（万元）
moneyflow_stock,sell_md_vol,中单卖出量（手）,int,手,0,,中单卖出量（手）
moneyflow_stock,sell_md_amount,中单卖出金额（万元）,float,元,2,%.2f,中单卖出金额（万元）
moneyflow_stock,buy_lg_vol,大单买入量（手）,int,手,0,,大单买入量（手）
moneyflow_stock,buy_lg_amount,大单买入金额（万元）,float,元,2,%.2f,大单买入金额（万元）
moneyflow_stock,sell_lg_vol,大单卖出量（手）,int,手,0,,大单卖出量（手）
moneyflow_stock,sell_lg_amount,大单卖出金额（万元）,float,元,2,%.2f,大单卖出金额（万元）
moneyflow_stock,buy_elg_vol,特大单买入量（手）,int,手,0,,特大单买入量（手）
moneyflow_stock,buy_elg_amount,特大单买入金额（万元）,float,元,2,%.2f,特大单买入金额（万元）
moneyflow_stock,sell_elg_vol,特大单卖出量（手）,int,手,0,,特大单卖出量（手）
moneyflow_stock,sell_elg_amount,特大单卖出金额（万元）,float,元,2,%.2f,特大单卖出金额（万元）
moneyflow_stock,net_mf_vol,净流入量（手）,int,手,0,,净流入量（手）
moneyflow_stock,net_mf_amount,净流入额（万元）,float,元,2,%.2f,净流入额（万元）
kline_daily_raw,trade_date,交易日期,str,无,0,YYYY-MM-DD,交易日期
kline_daily_raw,ts_code,TS代码,str,无,0,,TS代码
kline_daily_raw,open_li,开盘价（厘）,float,厘,0,,开盘价（厘）
kline_daily_raw,high_li,最高价（厘）,float,厘,0,,最高价（厘）
kline_daily_raw,low_li,最低价（厘）,float,厘,0,,最低价（厘）
kline_daily_raw,close_li,收盘价（厘）,float,厘,0,,收盘价（厘）
kline_daily_raw,volume_hand,成交量（手）,float,手,0,,成交量（手）
kline_daily_raw,amount_li,成交额（厘）,float,厘,0,,成交额（厘）
kline_daily_raw,source,来源标识,str,无,0,,来源标识
kline_daily_qfq,trade_date,交易日期,str,无,0,YYYY-MM-DD,交易日期
kline_daily_qfq,ts_code,TS代码,str,无,0,,TS代码
kline_daily_qfq,open_li,开盘价（厘）,float,厘,0,,开盘价（厘）
kline_daily_qfq,high_li,最高价（厘）,float,厘,0,,最高价（厘）
kline_daily_qfq,low_li,最低价（厘）,float,厘,0,,最低价（厘）
kline_daily_qfq,close_li,收盘价（厘）,float,厘,0,,收盘价（厘）
kline_daily_qfq,volume_hand,成交量（手）,float,手,0,,成交量（手）
kline_daily_qfq,amount_li,成交额（厘）,float,厘,0,,成交额（厘）
kline_daily_qfq,source,来源标识,str,无,0,,来源标识
kline_daily_hfq,trade_date,交易日期,str,无,0,YYYY-MM-DD,交易日期
kline_daily_hfq,ts_code,TS代码,str,无,0,,TS代码
kline_daily_hfq,open_li,开盘价（厘）,float,厘,0,,开盘价（厘）
kline_daily_hfq,high_li,最高价（厘）,float,厘,0,,最高价（厘）
kline_daily_hfq,low_li,最低价（厘）,float,厘,0,,最低价（厘）
kline_daily_hfq,close_li,收盘价（厘）,float,厘,0,,收盘价（厘）
kline_daily_hfq,volume_hand,成交量（手）,float,手,0,,成交量（手）
kline_daily_hfq,amount_li,成交额（厘）,float,厘,0,,成交额（厘）
kline_daily_hfq,source,来源标识,str,无,0,,来源标识
etf_basic,ts_code,基金交易代码,str,无,0,,基金交易代码
etf_basic,csname,ETF中文简称,str,无,0,,ETF中文简称
etf_basic,extname,ETF扩位简称(对应交易所简称),str,无,0,,ETF扩位简称(对应交易所简称)
etf_basic,cname,基金中文全称,str,无,0,,基金中文全称
etf_basic,index_code,ETF基准指数代码,str,无,0,,ETF基准指数代码
etf_basic,index_name,ETF基准指数中文全称,str,无,0,,ETF基准指数中文全称
etf_basic,setup_date,设立日期（格式：YYYYMMDD）,str,无,0,YYYY-MM-DD,设立日期（格式：YYYYMMDD）
etf_basic,list_date,上市日期（格式：YYYYMMDD）,str,无,0,YYYY-MM-DD,上市日期（格式：YYYYMMDD）
etf_basic,list_status,存续状态（L上市 D退市 P待上市）,str,无,0,,存续状态（L上市 D退市 P待上市）
etf_basic,exchange,交易所（上交所SH 深交所SZ）,str,无,0,,交易所（上交所SH 深交所SZ）
etf_basic,mgr_name,基金管理人简称,str,无,0,,基金管理人简称
etf_basic,custod_name,基金托管人名称,str,无,0,,基金托管人名称
etf_basic,mgt_fee,基金管理人收取的费用,float,无,2,%.2f,基金管理人收取的费用
etf_basic,etf_type,基金投资通道类型（境内、QDII）,str,无,0,,基金投资通道类型（境内、QDII）
moneyflow_stock_akshare,日期,交易日期,str,无,0,YYYY-MM-DD,交易日期
moneyflow_stock_akshare,收盘价,收盘价,float,元,2,%.2f,当日收盘价
moneyflow_stock_akshare,涨跌幅,涨跌幅,float,%,2,%.2f,当日相对前一交易日涨跌幅
moneyflow_stock_akshare,主力净流入-净额,主力净流入-净额,float,元,2,%.2f,大单+超大单合计净流入金额
moneyflow_stock_akshare,主力净流入-净占比,主力净流入-净占比,float,%,2,%.2f,主力净流入金额占成交额比例
moneyflow_stock_akshare,超大单净流入-净额,超大单净流入-净额,float,元,2,%.2f,超大单净流入金额
moneyflow_stock_akshare,超大单净流入-净占比,超大单净流入-净占比,float,%,2,%.2f,超大单净流入金额占成交额比例
moneyflow_stock_akshare,大单净流入-净额,大单净流入-净额,float,元,2,%.2f,大单净流入金额
moneyflow_stock_akshare,大单净流入-净占比,大单净流入-净占比,float,%,2,%.2f,大单净流入金额占成交额比例
moneyflow_stock_akshare,中单净流入-净额,中单净流入-净额,float,元,2,%.2f,中单净流入金额
moneyflow_stock_akshare,中单净流入-净占比,中单净流入-净占比,float,%,2,%.2f,中单净流入金额占成交额比例
moneyflow_stock_akshare,小单净流入-净额,小单净流入-净额,float,元,2,%.2f,小单净流入金额
moneyflow_stock_akshare,小单净流入-净占比,小单净流入-净占比,float,%,2,%.2f,小单净流入金额占成交额比例
margin_trading_summary,trade_date,交易日期,str,无,0,YYYY-MM-DD,交易日期
margin_trading_summary,exchange_id,交易所代码（SSE上交所SZSE深交所BSE北交所）,str,无,0,,交易所代码（SSE上交所SZSE深交所BSE北交所）
margin_trading_summary,rzye,融资余额(元),float,元,2,%.2f,融资余额(元)
margin_trading_summary,rzmre,融资买入额(元),float,元,2,%.2f,融资买入额(元)
margin_trading_summary,rzche,融资偿还额(元),float,元,2,%.2f,融资偿还额(元)
margin_trading_summary,rqye,融券余额(元),float,元,2,%.2f,融券余额(元)
margin_trading_summary,rqmcl,"融券卖出量(股,份,手)",float,手,2,%.2f,"融券卖出量(股,份,手)"
margin_trading_summary,rzrqye,融资融券余额(元),float,元,2,%.2f,融资融券余额(元)
margin_trading_summary,rqyl,"融券余量(股,份,手)",float,手,2,%.2f,"融券余量(股,份,手)"
margin_trading_detail,trade_date,交易日期,str,无,0,YYYY-MM-DD,交易日期
margin_trading_detail,ts_code,TS股票代码,str,无,0,,TS股票代码
margin_trading_detail,name,股票名称 （20190910后有数据）,str,无,0,,股票名称 （20190910后有数据）
margin_trading_detail,rzye,融资余额(元),float,元,2,%.2f,融资余额(元)
margin_trading_detail,rqye,融券余额(元),float,元,2,%.2f,融券余额(元)
margin_trading_detail,rzmre,融资买入额(元),float,元,2,%.2f,融资买入额(元)
margin_trading_detail,rqyl,融券余量（股）,float,无,2,%.2f,融券余量（股）
margin_trading_detail,rzche,融资偿还额(元),float,元,2,%.2f,融资偿还额(元)
margin_trading_detail,rqchl,融券偿还量(股),float,无,2,%.2f,融券偿还量(股)
margin_trading_detail,rqmcl,"融券卖出量(股,份,手)",float,手,2,%.2f,"融券卖出量(股,份,手)"
margin_trading_detail,rzrqye,融资融券余额(元),float,元,2,%.2f,融资融券余额(元)
stock_52week_range,symbol,股票代码,str,无,0,,股票代码（6位或带后缀）
stock_52week_range,high_52w,52周最高价,float,元,2,%.2f,过去52周内的最高价
stock_52week_range,low_52w,52周最低价,float,元,2,%.2f,过去52周内的最低价
stock_52week_range,high_date,52周最高价日期,str,无,0,YYYYMM-DD,52周最高价对应的交易日期
stock_52week_range,low_date,52周最低价日期,str,无,0,YYYYMM-DD,52周最低价对应的交易日期
stock_52week_range,current_price,当前价格,float,元,2,%.2f,最近一个交易日的收盘价
stock_52week_range,position_percent,52周区间位置,float,%,2,%.2f,当前价格在52周高低位区间中的百分位位置
stock_52week_range,success,是否成功,bool,无,0,,是否成功获取到52周高低位数据
kline_minute_raw,trade_time,交易时间,str,无,0,YYYY-MM-DD HH:MM:SS,分钟级时间戳（Timescale Hypertable 时间键）
kline_minute_raw,ts_code,TS代码,str,无,0,,股票 TS 代码
kline_minute_raw,freq,频率,str,无,0,,频率标识，固定为 1m
kline_minute_raw,open_li,开盘价（厘）,float,厘,0,,分钟线开盘价，单位：厘
kline_minute_raw,high_li,最高价（厘）,float,厘,0,,分钟线最高价，单位：厘
kline_minute_raw,low_li,最低价（厘）,float,厘,0,,分钟线最低价，单位：厘
kline_minute_raw,close_li,收盘价（厘）,float,厘,0,,分钟线收盘价，单位：厘
kline_minute_raw,volume_hand,成交量（手）,float,手,0,,分钟内成交量，单位：手
kline_minute_raw,amount_li,成交额（厘）,float,厘,0,,分钟内成交额，单位：厘
kline_minute_raw,adjust_type,复权类型,str,无,0,,复权类型，固定为 none
kline_minute_raw,source,来源标识,str,无,0,,来源标识（tdx_api / tdx_vipdoc）
tick_trade_raw,trade_time,成交时间,str,无,0,YYYY-MM-DD HH:MM:SS,逐笔成交时间（Timescale Hypertable 时间键）
tick_trade_raw,ts_code,TS代码,str,无,0,,股票 TS 代码
tick_trade_raw,price_li,成交价（厘）,float,厘,0,,逐笔成交价格，单位：厘
tick_trade_raw,volume_hand,成交量（手）,float,手,0,,逐笔成交量，单位：手
tick_trade_raw,status,成交方向标识,int,无,0,,成交状态：0 买入 1 卖出 2 中性
tick_trade_raw,source,来源标识,str,无,0,,来源标识，固定为 tdx_api
quote_snapshot,snapshot_time,快照时间,str,无,0,YYYY-MM-DD HH:MM:SS,行情快照时间
quote_snapshot,ts_code,TS代码,str,无,0,,股票 TS 代码
quote_snapshot,last_li,最新价（厘）,float,厘,0,,最新价，单位：厘
quote_snapshot,open_li,开盘价（厘）,float,厘,0,,开盘价，单位：厘
quote_snapshot,high_li,最高价（厘）,float,厘,0,,最高价，单位：厘
quote_snapshot,low_li,最低价（厘）,float,厘,0,,最低价，单位：厘
quote_snapshot,close_li,收盘价（厘）,float,厘,0,,收盘价，单位：厘
quote_snapshot,total_hand,总成交量（手）,float,手,0,,当日累计成交量，单位：手
quote_snapshot,amount_li,成交额（厘）,float,厘,0,,当日累计成交额，单位：厘
quote_snapshot,inside_dish,内盘（手）,float,手,0,,内盘成交量，单位：手
quote_snapshot,outer_disc,外盘（手）,float,手,0,,外盘成交量，单位：手
quote_snapshot,intuition,现量（手）,float,手,0,,最新一笔成交量，单位：手
quote_snapshot,server_time_ts,服务器时间戳,str,无,0,YYYY-MM-DD HH:MM:SS,TDX 服务器时间戳
quote_snapshot,buy_levels,买盘档位,json,无,0,,买一到买五等买盘档位 JSON
quote_snapshot,sell_levels,卖盘档位,json,无,0,,卖一到卖五等卖盘档位 JSON

sina_board_intraday,ts,时间戳,str,无,0,YYYY-MM-DD HH:MM:SS,快照时间（上海时区，对应 Timescale 主键 ts）
sina_board_intraday,cate_type,板块分类类型,int,无,0,,板块分类类型：0=行业 1=概念 2=证监会行业
sina_board_intraday,board_code,板块代码,str,无,0,,板块代码，如 gn_ldc
sina_board_intraday,board_name,板块名称,str,无,0,,板块名称
sina_board_intraday,pct_chg,涨跌幅（%）,float,%,2,%.2f,板块平均涨跌幅（%）
sina_board_intraday,amount,成交额（元）,float,元,2,%.2f,板块成交额（元）
sina_board_intraday,net_inflow,资金净流入（元）,float,元,2,%.2f,板块资金净流入金额（元）
sina_board_intraday,turnover,换手率,float,无,4,%.4f,板块换手率（原始为小数）
sina_board_intraday,ratioamount,净流入率（%）,float,%,2,%.2f,板块资金净流入占成交额比例（%）
sina_board_intraday,meta,原始明细JSON,json,无,0,,原始新浪返回的 JSON 明细

sina_board_daily,trade_date,交易日期,str,无,0,YYYY-MM-DD,交易日期
sina_board_daily,cate_type,板块分类类型,int,无,0,,板块分类类型：0=行业 1=概念 2=证监会行业
sina_board_daily,board_code,板块代码,str,无,0,,板块代码，如 gn_ldc
sina_board_daily,board_name,板块名称,str,无,0,,板块名称
sina_board_daily,pct_chg,涨跌幅（%）,float,%,2,%.2f,板块当日平均涨跌幅（%）
sina_board_daily,amount,成交额（元）,float,元,2,%.2f,板块当日成交额（元）
sina_board_daily,net_inflow,资金净流入（元）,float,元,2,%.2f,板块当日资金净流入金额（元）
sina_board_daily,turnover,换手率,float,无,4,%.4f,板块当日换手率（原始为小数）
sina_board_daily,ratioamount,净流入率（%）,float,%,2,%.2f,板块当日资金净流入占成交额比例（%）
sina_board_daily,meta,原始明细JSON,json,无,0,,原始新浪返回的 JSON 明细

index_kline_daily_qfq,trade_date,交易日期,str,无,0,YYYY-MM-DD,交易日期（指数日K，前复权）
index_kline_daily_qfq,code,指数代码,str,无,0,,指数代码（如 399001.SZ）
index_kline_daily_qfq,open_li,开盘价（厘）,float,厘,0,,指数开盘价，单位：厘
index_kline_daily_qfq,high_li,最高价（厘）,float,厘,0,,指数最高价，单位：厘
index_kline_daily_qfq,low_li,最低价（厘）,float,厘,0,,指数最低价，单位：厘
index_kline_daily_qfq,close_li,收盘价（厘）,float,厘,0,,指数收盘价，单位：厘
index_kline_daily_qfq,volume_hand,成交量（手）,float,手,0,%.0f,指数成分合计成交量，单位：手
index_kline_daily_qfq,amount_li,成交额（厘）,float,厘,0,,指数成分合计成交额，单位：厘
index_kline_daily_qfq,up_count,上涨家数,int,无,0,,成分中上涨股票数量
index_kline_daily_qfq,down_count,下跌家数,int,无,0,,成分中下跌股票数量
index_kline_daily_qfq,adjust_type,复权类型,str,无,0,,复权类型，固定为 qfq
index_kline_daily_qfq,source,来源标识,str,无,0,,来源标识（tdx_api / tdx_vipdoc）

index_kline_weekly_qfq,week_end_date,周末日期,str,无,0,YYYY-MM-DD,周末日期（指数周K，前复权）
index_kline_weekly_qfq,code,指数代码,str,无,0,,指数代码（如 399001.SZ）
index_kline_weekly_qfq,open_li,开盘价（厘）,float,厘,0,,指数周K开盘价，单位：厘
index_kline_weekly_qfq,high_li,最高价（厘）,float,厘,0,,指数周K最高价，单位：厘
index_kline_weekly_qfq,low_li,最低价（厘）,float,厘,0,,指数周K最低价，单位：厘
index_kline_weekly_qfq,close_li,收盘价（厘）,float,厘,0,,指数周K收盘价，单位：厘
index_kline_weekly_qfq,volume_hand,成交量（手）,float,手,0,%.0f,指数周K成分合计成交量，单位：手
index_kline_weekly_qfq,amount_li,成交额（厘）,float,厘,0,,指数周K成分合计成交额，单位：厘
index_kline_weekly_qfq,up_count,上涨家数,int,无,0,,成分中上涨股票数量
index_kline_weekly_qfq,down_count,下跌家数,int,无,0,,成分中下跌股票数量
index_kline_weekly_qfq,adjust_type,复权类型,str,无,0,,复权类型，固定为 qfq
index_kline_weekly_qfq,source,来源标识,str,无,0,,来源标识（tdx_api / tdx_vipdoc）

index_kline_monthly_qfq,month_end_date,月末日期,str,无,0,YYYY-MM-DD,月末日期（指数月K，前复权）
index_kline_monthly_qfq,code,指数代码,str,无,0,,指数代码（如 399001.SZ）
index_kline_monthly_qfq,open_li,开盘价（厘）,float,厘,0,,指数月K开盘价，单位：厘
index_kline_monthly_qfq,high_li,最高价（厘）,float,厘,0,,指数月K最高价，单位：厘
index_kline_monthly_qfq,low_li,最低价（厘）,float,厘,0,,指数月K最低价，单位：厘
index_kline_monthly_qfq,close_li,收盘价（厘）,float,厘,0,,指数月K收盘价，单位：厘
index_kline_monthly_qfq,volume_hand,成交量（手）,float,手,0,%.0f,指数月K成分合计成交量，单位：手
index_kline_monthly_qfq,amount_li,成交额（厘）,float,厘,0,,指数月K成分合计成交额，单位：厘
index_kline_monthly_qfq,up_count,上涨家数,int,无,0,,成分中上涨股票数量
index_kline_monthly_qfq,down_count,下跌家数,int,无,0,,成分中下跌股票数量
index_kline_monthly_qfq,adjust_type,复权类型,str,无,0,,复权类型，固定为 qfq
index_kline_monthly_qfq,source,来源标识,str,无,0,,来源标识（tdx_api / tdx_vipdoc）
stock_info,ts_code,TS代码,str,无,0,,TS 股票代码（CHAR(9)）
stock_info,name,证券名称,str,无,0,,证券名称
stock_info,industry,所属行业,str,无,0,,所属行业
stock_info,market,所属市场,str,无,0,,所属市场（主板/中小板/创业板等）
stock_info,area,所属地域,str,无,0,,所属地域
stock_info,list_date,上市日期,str,无,0,YYYY-MM-DD,上市日期
stock_info,ext_json,扩展信息JSON,json,无,0,,扩展信息 JSON（如板块标签、概念等）
stock_info,updated_at,更新时间,str,无,0,YYYY-MM-DD HH:MM:SS,记录最后更新时间（上海时区）

market_stats_snapshot,snapshot_time,快照时间,str,无,0,YYYY-MM-DD HH:MM:SS,市场统计快照时间（TIMESTAMPTZ）
market_stats_snapshot,stats,市场统计JSON,json,无,0,,聚合的市场统计指标 JSON（如涨跌家数/成交额分布等）
